Reads	Bases	FileName	Process
1633773	246699723	W42_D5_R2.fastq	demux
22623	3416073	W43_D1_R1.fastq	demux
22623	3416073	W43_D1_R2.fastq	demux
1328485	200601235	W44_D1_R1.fastq	demux
1328485	200601235	W44_D1_R2.fastq	demux
285407	43096457	W45_D1_R1.fastq	demux
285407	43096457	W45_D1_R2.fastq	demux
58062	8767362	W46_D1_R1.fastq	demux
58062	8767362	W46_D1_R2.fastq	demux
3655601	551995751	W47_D1_R1.fastq	demux
3655601	551995751	W47_D1_R2.fastq	demux
3637169	549212519	W48_D1_R1.fastq	demux
3637169	549212519	W48_D1_R2.fastq	demux
1370857	206999407	W49_D1_R1.fastq	demux
1370857	206999407	W49_D1_R2.fastq	demux
180010	27181510	W4_D1_R1.fastq	demux
180010	27181510	W4_D1_R2.fastq	demux
1740149	262762499	W50_D1_R1.fastq	demux
1740149	262762499	W50_D1_R2.fastq	demux
4001048	604158248	W51_D1_R1.fastq	demux
4001048	604158248	W51_D1_R2.fastq	demux
5248364	792502964	W52_D1_R1.fastq	demux
5248364	792502964	W52_D1_R2.fastq	demux
2010447	303577497	W52_D5_R1.fastq	demux
2010447	303577497	W52_D5_R2.fastq	demux
3381602	510621902	W53_D1_R1.fastq	demux
3381602	510621902	W53_D1_R2.fastq	demux
1992399	300852249	W53_D5_R1.fastq	demux
1992399	300852249	W53_D5_R2.fastq	demux
2513785	379581535	W54_D1_R1.fastq	demux
2513785	379581535	W54_D1_R2.fastq	demux
1994495	301168745	W54_D5_R1.fastq	demux
1994495	301168745	W54_D5_R2.fastq	demux
7372	1113172	W55_D1_R1.fastq	demux
7372	1113172	W55_D1_R2.fastq	demux
560477	84632027	W56_D1_R1.fastq	demux
560477	84632027	W56_D1_R2.fastq	demux
21297	3215847	W57_D1_R1.fastq	demux
21297	3215847	W57_D1_R2.fastq	demux
569280	85961280	W58_D1_R1.fastq	demux
569280	85961280	W58_D1_R2.fastq	demux
2122479	320494329	W58_D5_R1.fastq	demux
2122479	320494329	W58_D5_R2.fastq	demux
1890040	285396040	W59_D1_R1.fastq	demux
1890040	285396040	W59_D1_R2.fastq	demux
2098140	316819140	W59_D5_R1.fastq	demux
2098140	316819140	W59_D5_R2.fastq	demux
563241	85049391	W5_D1_R1.fastq	demux
563241	85049391	W5_D1_R2.fastq	demux
1603984	242201584	W60_D1_R1.fastq	demux
1603984	242201584	W60_D1_R2.fastq	demux
2233322	337231622	W60_D5_R1.fastq	demux
2233322	337231622	W60_D5_R2.fastq	demux
37536	5667936	W61_D1_R1.fastq	demux
37536	5667936	W61_D1_R2.fastq	demux
869692	131323492	W61_D5_R1.fastq	demux
869692	131323492	W61_D5_R2.fastq	demux
840966	126985866	W62_D1_R1.fastq	demux
840966	126985866	W62_D1_R2.fastq	demux
13572	2049372	W62_D5_R1.fastq	demux
13572	2049372	W62_D5_R2.fastq	demux
10343	1561793	W63_D1_R1.fastq	demux
10343	1561793	W63_D1_R2.fastq	demux
1650279	249192129	W63_D5_R1.fastq	demux
1650279	249192129	W63_D5_R2.fastq	demux
1072723	161981173	W64_D1_R1.fastq	demux
1072723	161981173	W64_D1_R2.fastq	demux
1728584	261016184	W64_D5_R1.fastq	demux
1728584	261016184	W64_D5_R2.fastq	demux
118926	17957826	W65_D1_R1.fastq	demux
118926	17957826	W65_D1_R2.fastq	demux
1209418	182622118	W65_D5_R1.fastq	demux
1209418	182622118	W65_D5_R2.fastq	demux
295449	44612799	W66_D1_R1.fastq	demux
295449	44612799	W66_D1_R2.fastq	demux
1938227	292672277	W66_D5_R1.fastq	demux
1938227	292672277	W66_D5_R2.fastq	demux
52725	7961475	W67_D1_R1.fastq	demux
52725	7961475	W67_D1_R2.fastq	demux
1089603	164530053	W67_D5_R1.fastq	demux
1089603	164530053	W67_D5_R2.fastq	demux
1171842	176948142	W68_D1_R1.fastq	demux
1171842	176948142	W68_D1_R2.fastq	demux
519781	78486931	W68_D5_R1.fastq	demux
519781	78486931	W68_D5_R2.fastq	demux
1296993	195845943	W69_D1_R1.fastq	demux
1296993	195845943	W69_D1_R2.fastq	demux
427322	64525622	W69_D5_R1.fastq	demux
427322	64525622	W69_D5_R2.fastq	demux
286256	43224656	W6_D1_R1.fastq	demux
286256	43224656	W6_D1_R2.fastq	demux
1271924	192060524	W70_D1_R1.fastq	demux
1271924	192060524	W70_D1_R2.fastq	demux
1333788	201401988	W70_D5_R1.fastq	demux
1333788	201401988	W70_D5_R2.fastq	demux
11946	1803846	W71_D1_R1.fastq	demux
11946	1803846	W71_D1_R2.fastq	demux
1743696	263298096	W71_D5_R1.fastq	demux
1743696	263298096	W71_D5_R2.fastq	demux
178559	26962409	W72_D1_R1.fastq	demux
178559	26962409	W72_D1_R2.fastq	demux
766683	115769133	W72_D5_R1.fastq	demux
766683	115769133	W72_D5_R2.fastq	demux
28548	4310748	W73_D1_R1.fastq	demux
28548	4310748	W73_D1_R2.fastq	demux
1387393	209496343	W73_D5_R1.fastq	demux
1387393	209496343	W73_D5_R2.fastq	demux
240691	36344341	W74_D1_R1.fastq	demux
240691	36344341	W74_D1_R2.fastq	demux
1624236	245259636	W74_D5_R1.fastq	demux
1624236	245259636	W74_D5_R2.fastq	demux
1346266	203286166	W75_D1_R1.fastq	demux
1346266	203286166	W75_D1_R2.fastq	demux
1760352	265813152	W75_D5_R1.fastq	demux
1760352	265813152	W75_D5_R2.fastq	demux
1252239	189088089	W7_D1_R1.fastq	demux
1252239	189088089	W7_D1_R2.fastq	demux
1353903	204439353	W7_D5_R1.fastq	demux
1353903	204439353	W7_D5_R2.fastq	demux
1493572	225529372	W82_D1_R1.fastq	demux
1493572	225529372	W82_D1_R2.fastq	demux
1942623	293336073	W82_D5_R1.fastq	demux
1942623	293336073	W82_D5_R2.fastq	demux
780886	117913786	W83_D1_R1.fastq	demux
780886	117913786	W83_D1_R2.fastq	demux
1041594	157280694	W83_D5_R1.fastq	demux
1041594	157280694	W83_D5_R2.fastq	demux
1661251	250848901	W84_D1_R1.fastq	demux
1661251	250848901	W84_D1_R2.fastq	demux
1724088	260337288	W84_D5_R1.fastq	demux
1724088	260337288	W84_D5_R2.fastq	demux
420505	63496255	W85_D1_R1.fastq	demux
420505	63496255	W85_D1_R2.fastq	demux
1940574	293026674	W85_D5_R1.fastq	demux
1940574	293026674	W85_D5_R2.fastq	demux
1184345	178836095	W86_D1_R1.fastq	demux
1184345	178836095	W86_D1_R2.fastq	demux
2310027	348814077	W86_D5_R1.fastq	demux
2310027	348814077	W86_D5_R2.fastq	demux
1327705	200483455	W87_D1_R1.fastq	demux
1327705	200483455	W87_D1_R2.fastq	demux
1338301	202083451	W87_D5_R1.fastq	demux
1338301	202083451	W87_D5_R2.fastq	demux
1888294	285132394	W88_D5_R1.fastq	demux
1888294	285132394	W88_D5_R2.fastq	demux
2013565	304048315	W89_D5_R1.fastq	demux
2013565	304048315	W89_D5_R2.fastq	demux
939760	141903760	W8_D1_R1.fastq	demux
939760	141903760	W8_D1_R2.fastq	demux
1495578	225832278	W8_D5_R1.fastq	demux
1495578	225832278	W8_D5_R2.fastq	demux
1703573	257239523	W90_D5_R1.fastq	demux
1703573	257239523	W90_D5_R2.fastq	demux
856395	129315645	W91_D5_R1.fastq	demux
856395	129315645	W91_D5_R2.fastq	demux
1424941	215166091	W92_D5_R1.fastq	demux
1424941	215166091	W92_D5_R2.fastq	demux
1786744	269798344	W93_D5_R1.fastq	demux
1786744	269798344	W93_D5_R2.fastq	demux
1313276	198304676	W9_D1_R1.fastq	demux
1313276	198304676	W9_D1_R2.fastq	demux
1413819	213486669	W9_D5_R1.fastq	demux
1413819	213486669	W9_D5_R2.fastq	demux
1569803	237040253	Wound_prelim_Virome_1_R1.fastq	demux
1569803	237040253	Wound_prelim_Virome_1_R2.fastq	demux
366727	55375777	Wound_prelim_Virome_2_R1.fastq	demux
366727	55375777	Wound_prelim_Virome_2_R2.fastq	demux
525985	79423735	Wound_prelim_Virome_3_R1.fastq	demux
525985	79423735	Wound_prelim_Virome_3_R2.fastq	demux
7127	1076177	ZYMO_microprep_reagents_R1.fastq	demux
7127	1076177	ZYMO_microprep_reagents_R2.fastq	demux
1500102	226515402	ZYMO_Standard_R1.fastq	demux
1500102	226515402	ZYMO_Standard_R2.fastq	demux
3477	525027	ZYMO_viral_reagents_R1.fastq	demux
3477	525027	ZYMO_viral_reagents_R2.fastq	demux
1394659	210593509	ASM_10_qc_1.fastq	quality_filter
848422	128111722	ASM_11_qc_1.fastq	quality_filter
1590185	240117935	ASM_12_qc_1.fastq	quality_filter
318867	48148917	ASM_13_qc_1.fastq	quality_filter
1371688	207124888	ASM_14_qc_1.fastq	quality_filter
1200994	181350094	ASM_15_qc_1.fastq	quality_filter
253034	38208134	ASM_16_qc_1.fastq	quality_filter
1394754	210607854	ASM_17_qc_1.fastq	quality_filter
1134202	171264502	ASM_18_qc_1.fastq	quality_filter
1541734	232801834	ASM_19_qc_1.fastq	quality_filter
1078753	162891703	ASM_1_qc_1.fastq	quality_filter
1010869	152641219	ASM_20_qc_1.fastq	quality_filter
30719	4638569	ASM_21_qc_1.fastq	quality_filter
1294737	195505287	ASM_22_qc_1.fastq	quality_filter
1143158	172616858	ASM_23_qc_1.fastq	quality_filter
1072697	161977247	ASM_24_qc_1.fastq	quality_filter
5624	849224	ASM_25_qc_1.fastq	quality_filter
8243	1244693	ASM_26_qc_1.fastq	quality_filter
98027	14802077	ASM_27_qc_1.fastq	quality_filter
957721	144615871	ASM_28_qc_1.fastq	quality_filter
1426006	215326906	ASM_29_qc_1.fastq	quality_filter
1244039	187849889	ASM_2_qc_1.fastq	quality_filter
969290	146362790	ASM_30_qc_1.fastq	quality_filter
8275	1249525	ASM_31_qc_1.fastq	quality_filter
1488988	224837188	ASM_32_qc_1.fastq	quality_filter
792756	119706156	ASM_33_qc_1.fastq	quality_filter
1330122	200848422	ASM_34_qc_1.fastq	quality_filter
291319	43989169	ASM_35_qc_1.fastq	quality_filter
1285881	194168031	ASM_36_qc_1.fastq	quality_filter
1200687	181303737	ASM_37_qc_1.fastq	quality_filter
867082	130929382	ASM_38_qc_1.fastq	quality_filter
1430076	215941476	ASM_39_qc_1.fastq	quality_filter
540312	81587112	ASM_3_qc_1.fastq	quality_filter
391693	59145643	ASM_40_qc_1.fastq	quality_filter
1527501	230652651	ASM_41_qc_1.fastq	quality_filter
989816	149462216	ASM_42_qc_1.fastq	quality_filter
1223473	184744423	ASM_43_qc_1.fastq	quality_filter
1619753	244582703	ASM_44_qc_1.fastq	quality_filter
386731	58396381	ASM_45_qc_1.fastq	quality_filter
1320423	199383873	ASM_46_qc_1.fastq	quality_filter
1280154	193303254	ASM_47_qc_1.fastq	quality_filter
1041107	157207157	ASM_48_qc_1.fastq	quality_filter
1258468	190028668	ASM_49_qc_1.fastq	quality_filter
1538028	232242228	ASM_4_qc_1.fastq	quality_filter
932689	140836039	ASM_50_qc_1.fastq	quality_filter
1276106	192692006	ASM_51_qc_1.fastq	quality_filter
1273070	192233570	ASM_52_qc_1.fastq	quality_filter
1093128	165062328	ASM_53_qc_1.fastq	quality_filter
987935	149178185	ASM_54_qc_1.fastq	quality_filter
132663	20032113	ASM_55_qc_1.fastq	quality_filter
1099062	165958362	ASM_56_qc_1.fastq	quality_filter
1182818	178605518	ASM_57_qc_1.fastq	quality_filter
238630	36033130	ASM_5_qc_1.fastq	quality_filter
1401801	211671951	ASM_6_qc_1.fastq	quality_filter
4329	653679	ASM_7_qc_1.fastq	quality_filter
58856	8887256	ASM_8_qc_1.fastq	quality_filter
4901	740051	ASM_9_qc_1.fastq	quality_filter
30541	4611691	BHI_blank_qc_1.fastq	quality_filter
1852068	279662268	HM611_qc_1.fastq	quality_filter
2516975	380063225	HM681_qc_1.fastq	quality_filter
1231924	186020524	JKid_qc_1.fastq	quality_filter
1373063	207332513	JMother_qc_1.fastq	quality_filter
2549	384899	Library_reagents_1_qc_1.fastq	quality_filter
3497	528047	Library_reagents_2_qc_1.fastq	quality_filter
2159151	326031801	Mock_1_qc_1.fastq	quality_filter
2651645	400398395	Mock_2_qc_1.fastq	quality_filter
2274063	343383513	Mock_3_qc_1.fastq	quality_filter
8614	1300714	Mock_4_qc_1.fastq	quality_filter
1649582	249086882	Mock_5_qc_1.fastq	quality_filter
1275425	192589026	Mock_6_qc_1.fastq	quality_filter
6388	964588	SP7524_full_qc_1.fastq	quality_filter
1248900	188583900	SP7524_noHL_qc_1.fastq	quality_filter
346969	52392319	SP7524_virome_qc_1.fastq	quality_filter
1147163	173221613	SP8704_full_qc_1.fastq	quality_filter
524056	79132456	SP8704_noHL_qc_1.fastq	quality_filter
7385	1115135	SP8704_virome_qc_1.fastq	quality_filter
1073877	162155427	SP8734_full_qc_1.fastq	quality_filter
4849	732199	SP8734_noHL_qc_1.fastq	quality_filter
6959	1050809	SP8734_virome_qc_1.fastq	quality_filter
1327825	200501575	SP8892_full_qc_1.fastq	quality_filter
1405923	212294373	SP8892_noHL_qc_1.fastq	quality_filter
677834	102352934	SP9829_noHL_qc_1.fastq	quality_filter
15046	2271946	SP9829_virome_qc_1.fastq	quality_filter
1937543	292568993	SPIT_JP_1_qc_1.fastq	quality_filter
2108437	318373987	SPIT_JP_2_qc_1.fastq	quality_filter
647945	97839695	SPIT_JP_3_qc_1.fastq	quality_filter
1810005	273310755	SPIT_JP_4_qc_1.fastq	quality_filter
1379304	208274904	SPIT_JP_5_qc_1.fastq	quality_filter
5527	834577	SPIT_JP_6_qc_1.fastq	quality_filter
1840104	277855704	SPIT_JP_7_qc_1.fastq	quality_filter
1102448	166469648	SPIT_JP_8_qc_1.fastq	quality_filter
918044	138624644	SPIT_JP_9_qc_1.fastq	quality_filter
27333	4127283	SPIT_JP_VIROME_1_qc_1.fastq	quality_filter
371268	56061468	SPIT_JP_VIROME_2_qc_1.fastq	quality_filter
1705034	257460134	SPIT_JP_VIROME_3_qc_1.fastq	quality_filter
1479173	223355123	SPIT_TG_1_qc_1.fastq	quality_filter
1319327	199218377	SPIT_TG_2_qc_1.fastq	quality_filter
1301408	196512608	SPIT_TG_3_qc_1.fastq	quality_filter
9021	1362171	SPIT_TG_4_qc_1.fastq	quality_filter
1483539	224014389	SPIT_TG_5_qc_1.fastq	quality_filter
1711862	258491162	SPIT_TG_6_qc_1.fastq	quality_filter
1394733	210604683	SPIT_TG_7_qc_1.fastq	quality_filter
557380	84164380	SPIT_TG_8_qc_1.fastq	quality_filter
1314131	198433781	SPIT_TGnew_Virome_1_qc_1.fastq	quality_filter
4264	643864	SPIT_TGnew_Virome_2_qc_1.fastq	quality_filter
7589	1145939	SPIT_TGnew_Virome_3_qc_1.fastq	quality_filter
105674	15956774	SPIT_TG_Virome_1_qc_1.fastq	quality_filter
259162	39133462	SPIT_TG_Virome_2_qc_1.fastq	quality_filter
603452	91121252	SPIT_TG_Virome_3_qc_1.fastq	quality_filter
5194	784294	W100_D1_qc_1.fastq	quality_filter
1630738	246241438	W100_D5_qc_1.fastq	quality_filter
1601124	241769724	W101_D1_qc_1.fastq	quality_filter
932012	140733812	W101_D5_qc_1.fastq	quality_filter
2129067	321489117	W102_D1_qc_1.fastq	quality_filter
916541	138397691	W102_D5_qc_1.fastq	quality_filter
2269839	342745689	W103_D1_qc_1.fastq	quality_filter
794062	119903362	W103_D5_qc_1.fastq	quality_filter
1156374	174612474	W104_D1_qc_1.fastq	quality_filter
808051	122015701	W104_D5_qc_1.fastq	quality_filter
2527417	381639967	W105_D1_qc_1.fastq	quality_filter
421758	63685458	W105_D5_qc_1.fastq	quality_filter
1375106	207641006	W106_D1_qc_1.fastq	quality_filter
336943	50878393	W106_D5_qc_1.fastq	quality_filter
7908	1194108	W107_D1_qc_1.fastq	quality_filter
1271340	191972340	W107_D5_qc_1.fastq	quality_filter
2081307	314277357	W108_D1_qc_1.fastq	quality_filter
82148	12404348	W108_D5_qc_1.fastq	quality_filter
342934	51783034	W10_D1_qc_1.fastq	quality_filter
1583956	239177356	W10_D5_qc_1.fastq	quality_filter
1589799	240059649	W110_D5_qc_1.fastq	quality_filter
1104272	166745072	W114_D5_qc_1.fastq	quality_filter
2656504	401132104	W115_D1_qc_1.fastq	quality_filter
1853485	279876235	W115_D5_qc_1.fastq	quality_filter
1501398	226711098	W116_D1_qc_1.fastq	quality_filter
1635495	246959745	W116_D5_qc_1.fastq	quality_filter
2404848	363132048	W117_D1_qc_1.fastq	quality_filter
1302228	196636428	W117_D5_qc_1.fastq	quality_filter
963278	145454978	W118_D1_qc_1.fastq	quality_filter
20661	3119811	W118_D1_Virome_qc_1.fastq	quality_filter
2520707	380626757	W119_D1_qc_1.fastq	quality_filter
512981	77460131	W119_D1_Virome_qc_1.fastq	quality_filter
907182	136984482	W11_D1_qc_1.fastq	quality_filter
1017065	153576815	W11_D5_qc_1.fastq	quality_filter
1311894	198095994	W127_D5_qc_1.fastq	quality_filter
1535075	231796325	W128_D5_qc_1.fastq	quality_filter
1574730	237784230	W129_D5_qc_1.fastq	quality_filter
1238032	186942832	W12_D1_qc_1.fastq	quality_filter
1167196	176246596	W12_D5_qc_1.fastq	quality_filter
1313580	198350580	W133_D5_qc_1.fastq	quality_filter
1588640	239884640	W135_D5_qc_1.fastq	quality_filter
1418882	214251182	W137_D5_qc_1.fastq	quality_filter
762246	115099146	W138_D5_qc_1.fastq	quality_filter
1746849	263774199	W139_D1_qc_1.fastq	quality_filter
862782	130280082	W139_D1_Virome_qc_1.fastq	quality_filter
1061743	160323193	W139_D5_Hoffman_qc_1.fastq	quality_filter
1104840	166830840	W139_D5_qc_1.fastq	quality_filter
111900	16896900	W139_D5_Virome_qc_1.fastq	quality_filter
1701550	256934050	W13_D1_qc_1.fastq	quality_filter
1865638	281711338	W13_D5_qc_1.fastq	quality_filter
2083073	314544023	W140_D1_qc_1.fastq	quality_filter
873612	131915412	W140_D1_Virome_qc_1.fastq	quality_filter
1625264	245414864	W140_D5_Hoffman_qc_1.fastq	quality_filter
1121355	169324605	W140_D5_qc_1.fastq	quality_filter
70593	10659543	W140_D5_Virome_qc_1.fastq	quality_filter
1235104	186500704	W141_D1_Hoffman_qc_1.fastq	quality_filter
2608992	393957792	W141_D1_qc_1.fastq	quality_filter
3947	595997	W141_D1_Virome_qc_1.fastq	quality_filter
1818702	274624002	W141_D5_Hoffman_qc_1.fastq	quality_filter
1268441	191534591	W141_D5_qc_1.fastq	quality_filter
244714	36951814	W141_D5_Virome_qc_1.fastq	quality_filter
380105	57395855	W142_D1_Hoffman_qc_1.fastq	quality_filter
1316831	198841481	W142_D1_qc_1.fastq	quality_filter
823872	124404672	W142_D1_Virome_qc_1.fastq	quality_filter
2266968	342312168	W142_D5_Hoffman_qc_1.fastq	quality_filter
769042	116125342	W142_D5_qc_1.fastq	quality_filter
4362	658662	W142_D5_Virome_qc_1.fastq	quality_filter
908637	137204187	W143_D1_Hoffman_qc_1.fastq	quality_filter
853316	128850716	W143_D1_qc_1.fastq	quality_filter
484853	73212803	W143_D1_Virome_qc_1.fastq	quality_filter
940693	142044643	W143_D5_Hoffman_qc_1.fastq	quality_filter
1457217	220039767	W143_D5_qc_1.fastq	quality_filter
7979	1204829	W143_D5_Virome_qc_1.fastq	quality_filter
334854	50562954	W144_D1_Hoffman_qc_1.fastq	quality_filter
814133	122934083	W144_D1_qc_1.fastq	quality_filter
768258	116006958	W144_D1_Virome_qc_1.fastq	quality_filter
1803521	272331671	W144_D5_Hoffman_qc_1.fastq	quality_filter
1637963	247332413	W144_D5_qc_1.fastq	quality_filter
106926	16145826	W144_D5_Virome_qc_1.fastq	quality_filter
975030	147229530	W145_D1_Hoffman_qc_1.fastq	quality_filter
276289	41719639	W145_D1_qc_1.fastq	quality_filter
547824	82721424	W145_D1_Virome_qc_1.fastq	quality_filter
643402	97153702	W145_D5_Hoffman_qc_1.fastq	quality_filter
2564179	387191029	W145_D5_qc_1.fastq	quality_filter
40802	6161102	W145_D5_Virome_qc_1.fastq	quality_filter
820113	123837063	W146_D1_Hoffman_qc_1.fastq	quality_filter
1418232	214153032	W146_D1_qc_1.fastq	quality_filter
255402	38565702	W146_D1_Virome_qc_1.fastq	quality_filter
985166	148760066	W146_D5_hoffman_qc_1.fastq	quality_filter
1956728	295465928	W146_D5_qc_1.fastq	quality_filter
179152	27051952	W146_D5_Virome_qc_1.fastq	quality_filter
699670	105650170	W147_D1_Hoffman_qc_1.fastq	quality_filter
2136705	322642455	W147_D1_qc_1.fastq	quality_filter
1708	257908	W147_D1_Virome_qc_1.fastq	quality_filter
2039819	308012669	W147_D5_Hoffman_qc_1.fastq	quality_filter
433995	65533245	W147_D5_qc_1.fastq	quality_filter
602255	90940505	W147_D5_Virome_qc_1.fastq	quality_filter
658305	99404055	W148_D1_Hoffman_qc_1.fastq	quality_filter
1630218	246162918	W148_D1_qc_1.fastq	quality_filter
487200	73567200	W148_D1_Virome_qc_1.fastq	quality_filter
1060604	160151204	W148_D5_Hoffman_qc_1.fastq	quality_filter
1295163	195569613	W148_D5_qc_1.fastq	quality_filter
41515	6268765	W148_D5_Virome_qc_1.fastq	quality_filter
937710	141594210	W149_D1_Hoffman_qc_1.fastq	quality_filter
2853053	430811003	W149_D1_qc_1.fastq	quality_filter
1616	244016	W149_D1_Virome_qc_1.fastq	quality_filter
2490788	376108988	W149_D5_Hoffman_qc_1.fastq	quality_filter
1342720	202750720	W149_D5_qc_1.fastq	quality_filter
299955	45293205	W149_D5_Virome_qc_1.fastq	quality_filter
1246953	188289903	W14_D1_qc_1.fastq	quality_filter
2310956	348954356	W14_D5_qc_1.fastq	quality_filter
920294	138964394	W150_D1_Hoffman_qc_1.fastq	quality_filter
2560668	386660868	W150_D1_qc_1.fastq	quality_filter
608505	91884255	W150_D1_Virome_qc_1.fastq	quality_filter
18052	2725852	W150_D5_Hoffman_qc_1.fastq	quality_filter
1551974	234348074	W150_D5_qc_1.fastq	quality_filter
300350	45352850	W150_D5_Virome_qc_1.fastq	quality_filter
1492475	225363725	W15_D1_qc_1.fastq	quality_filter
1277530	192907030	W15_D5_qc_1.fastq	quality_filter
1620220	244653220	W16_D1_qc_1.fastq	quality_filter
1487752	224650552	W16_D5_qc_1.fastq	quality_filter
1524807	230245857	W17_D1_qc_1.fastq	quality_filter
1317987	199016037	W17_D5_qc_1.fastq	quality_filter
900386	135958286	W18_D1_qc_1.fastq	quality_filter
1310259	197849109	W18_D5_qc_1.fastq	quality_filter
1335026	201588926	W19_D1_qc_1.fastq	quality_filter
697971	105393621	W1_D1_qc_1.fastq	quality_filter
1305875	197187125	W20_D1_qc_1.fastq	quality_filter
1312568	198197768	W21_D1_qc_1.fastq	quality_filter
1605803	242476253	W22_D1_qc_1.fastq	quality_filter
1741392	262950192	W23_D1_qc_1.fastq	quality_filter
2636341	398087491	W24_D1_qc_1.fastq	quality_filter
1667261	251756411	W25_D1_qc_1.fastq	quality_filter
1410715	213017965	W25_D5_qc_1.fastq	quality_filter
1953428	294967628	W26_D1_qc_1.fastq	quality_filter
1489969	224985319	W26_D5_qc_1.fastq	quality_filter
2704260	408343260	W27_D1_qc_1.fastq	quality_filter
1203802	181774102	W27_D5_qc_1.fastq	quality_filter
1919045	289775795	W28_D1_qc_1.fastq	quality_filter
1458363	220212813	W28_D5_qc_1.fastq	quality_filter
2106070	318016570	W29_D1_qc_1.fastq	quality_filter
1270181	191797331	W29_D5_qc_1.fastq	quality_filter
32384	4889984	W2_D1_qc_1.fastq	quality_filter
1488136	224708536	W30_D1_qc_1.fastq	quality_filter
1707337	257807887	W30_D5_qc_1.fastq	quality_filter
2851563	430586013	W31_D1_qc_1.fastq	quality_filter
1843617	278386167	W31_D5_qc_1.fastq	quality_filter
2715735	410075985	W32_D1_qc_1.fastq	quality_filter
1953792	295022592	W32_D5_qc_1.fastq	quality_filter
2543998	384143698	W33_D1_qc_1.fastq	quality_filter
1477360	223081360	W33_D5_qc_1.fastq	quality_filter
1790007	270291057	W34_D1_qc_1.fastq	quality_filter
1726283	260668733	W34_D5_qc_1.fastq	quality_filter
2875262	434164562	W35_D1_qc_1.fastq	quality_filter
1977580	298614580	W35_D5_qc_1.fastq	quality_filter
2907136	438977536	W36_D1_qc_1.fastq	quality_filter
1853077	279814627	W36_D5_qc_1.fastq	quality_filter
3894096	588008496	W37_D1_qc_1.fastq	quality_filter
1741409	262952759	W37_D5_qc_1.fastq	quality_filter
3158790	476977290	W38_D1_qc_1.fastq	quality_filter
1812823	273736273	W38_D5_qc_1.fastq	quality_filter
3195622	482538922	W39_D1_qc_1.fastq	quality_filter
1862003	281162453	W39_D5_qc_1.fastq	quality_filter
256521	38734671	W3_D1_qc_1.fastq	quality_filter
2620952	395763752	W40_D1_qc_1.fastq	quality_filter
1636008	247037208	W40_D5_qc_1.fastq	quality_filter
4075526	615404426	W41_D1_qc_1.fastq	quality_filter
903551	136436201	W41_D5_qc_1.fastq	quality_filter
59725	9018475	W42_D1_qc_1.fastq	quality_filter
1506094	227420194	W42_D5_qc_1.fastq	quality_filter
19745	2981495	W43_D1_qc_1.fastq	quality_filter
1221469	184441819	W44_D1_qc_1.fastq	quality_filter
261526	39490426	W45_D1_qc_1.fastq	quality_filter
54187	8182237	W46_D1_qc_1.fastq	quality_filter
3269393	493678343	W47_D1_qc_1.fastq	quality_filter
3281965	495576715	W48_D1_qc_1.fastq	quality_filter
1266755	191280005	W49_D1_qc_1.fastq	quality_filter
165990	25064490	W4_D1_qc_1.fastq	quality_filter
1580369	238635719	W50_D1_qc_1.fastq	quality_filter
3599270	543489770	W51_D1_qc_1.fastq	quality_filter
4799997	724799547	W52_D1_qc_1.fastq	quality_filter
1850623	279444073	W52_D5_qc_1.fastq	quality_filter
3109293	469503243	W53_D1_qc_1.fastq	quality_filter
1828004	276028604	W53_D5_qc_1.fastq	quality_filter
2309569	348744919	W54_D1_qc_1.fastq	quality_filter
1818088	274531288	W54_D5_qc_1.fastq	quality_filter
6210	937710	W55_D1_qc_1.fastq	quality_filter
507835	76683085	W56_D1_qc_1.fastq	quality_filter
18714	2825814	W57_D1_qc_1.fastq	quality_filter
520674	78621774	W58_D1_qc_1.fastq	quality_filter
1965215	296747465	W58_D5_qc_1.fastq	quality_filter
1727463	260846913	W59_D1_qc_1.fastq	quality_filter
1936824	292460424	W59_D5_qc_1.fastq	quality_filter
516767	78031817	W5_D1_qc_1.fastq	quality_filter
1475718	222833418	W60_D1_qc_1.fastq	quality_filter
2050285	309593035	W60_D5_qc_1.fastq	quality_filter
33636	5079036	W61_D1_qc_1.fastq	quality_filter
829718	125287418	W61_D5_qc_1.fastq	quality_filter
789237	119174787	W62_D1_qc_1.fastq	quality_filter
11677	1763227	W62_D5_qc_1.fastq	quality_filter
8689	1312039	W63_D1_qc_1.fastq	quality_filter
1556356	235009756	W63_D5_qc_1.fastq	quality_filter
1001879	151283729	W64_D1_qc_1.fastq	quality_filter
1609927	243098977	W64_D5_qc_1.fastq	quality_filter
109249	16496599	W65_D1_qc_1.fastq	quality_filter
1124787	169842837	W65_D5_qc_1.fastq	quality_filter
280045	42286795	W66_D1_qc_1.fastq	quality_filter
1822509	275198859	W66_D5_qc_1.fastq	quality_filter
47138	7117838	W67_D1_qc_1.fastq	quality_filter
1025511	154852161	W67_D5_qc_1.fastq	quality_filter
1091249	164778599	W68_D1_qc_1.fastq	quality_filter
492136	74312536	W68_D5_qc_1.fastq	quality_filter
1195455	180513705	W69_D1_qc_1.fastq	quality_filter
405945	61297695	W69_D5_qc_1.fastq	quality_filter
265236	40050636	W6_D1_qc_1.fastq	quality_filter
1176628	177670828	W70_D1_qc_1.fastq	quality_filter
1250774	188866874	W70_D5_qc_1.fastq	quality_filter
9951	1502601	W71_D1_qc_1.fastq	quality_filter
